English Word,Original Bengali Word,Predicted Bengali Word
sahozlabhbha,সহজলভ্য,সহজলব্ভা
kodaikanal,কোদইকনল,কোদইকনল
paii,পাই,পাই
talemi,টলেমি,তালেমি
purbe,পূর্বে,পূর্বে
keizer,কেইজের,কেইজের
kuntir,কুন্তীর,কুন্তির
chhipa,ছিপ,ছিপা
styaatestix,স্ট্যাটেস্টিক্স,স্ট্যাটেস্টিক্স
manohpoota,মনঃপূত,মনঃপূত
neutrinor,নিউট্রিনোর,নিউট্রিনোর
calumet,কালুমেট,ক্যালুমেট
pokhhyraj,পঙ্খিরাজ,পোখ্যারাজ
elapizi,এলপিজি,এলাপিজি
mozut,মজুত,মজুত
irani,ইরানী,ইরানী
finserv,ফিনসার্ভ,ফিনসার্ভ
nedaapodaa,নেড়াপোড়া,নেড়াপোড়া
fischer,ফিসচার,ফিশার
hidena,হিডেন,হিদেনা
udbhijjo,উদ্ভিজ্জ,উদ্ভিজ্ঞ
gulmarg,গুলমার্গ,গুলমার্গ
ichchhemata,ইচ্ছেমত,ইচ্ছেমতা
goner,গনের,গনের
karmakander,কর্মকাণ্ডের,কর্মকাণ্ডের
karit,করিত,করিত
gregry,গ্রেগরি,গ্রেগারি
pratipoorn,প্রতিপূর্ণ,প্রাটিপপর্ন
modesto,মদেস্তো,মডেস্তো
chamskir,চমস্কির,চাম্স্কির
onyotro,অন্যত্র,অন্যত্র
nekseta,নেক্সট,নেকসেটা
karmakandake,কর্মকাণ্ডকে,কর্মকাণ্ডকে
bongshe,বংশে,বংশে
durvagger,দূর্ভাগ্যের,দুর্ভাগ্ঞের
cholomaan,চলমান,চলমান
dhhali,ঢালী,ঢালি
gaganabaaseeder,গগনবাসীদের,গগনবসাীদের
gronthagulo,গ্রন্থগুলো,গ্রন্থাগুলো
bissonather,বিশ্বনাথের,বিশ্বনাথের
somaptite,সমাপ্তিতে,সমাপ্তিতে
chaalaal,চালাল,চালাল
chaibasa,চৈবাসা,চাইবাসা
bagdatta,বাগদত্তা,বাগদাত্ত
saarathim,সারথিম্,সারথিম
monjiler,মঞ্জিলের,মঞ্জিলের
saciety,সোসাইটি,স্যাসিটি
nowgong,নাউগং,নাউগং
panjore,পাঁজরে,পাঁজরে
iceland,আইসল্যান্ড,আইসেল্যান্ড
paribhaashaay,পরিভাষায়,পরিভাষায়
alwar,আলেয়ার,আলভার
jaate,জাতে,জাতে
biplobikey,বিপ্লবীকে,বিপ্লবীকে
macon,ম্যাকন,মাকোন
axfard,অক্সফোর্ড,অ্যাক্সফার্ড
byabasaayeeraa,ব্যবসায়ীরা,ব্যবসায়ীরা
deo,দেও,দেও
tahale,তাহলে,তাহালে
siddhantati,সিদ্ধান্তটি,সিদ্ধান্তিটি
santan,সনাতন,সান্তান
rageeb,রাগীব,রাগীব
aaishotop,আইসোটোপ,আইসতপ
niraanando,নিরানন্দ,নিরানন্দ
sameecheen,সমীচীন,সমমিচীন
prasaadhaneegulo,প্রসাধনীগুলো,প্রশাধনীদুলে
uchchaakaangkhaar,উচ্চাকাঙ্খার,উচ্চাকাঙ্ঘার
bangkar,বাংকার,বাঙ্কর
dhaali,ঢালী,ধালি
nirob,নিরব,নিরব
rais,রইস,রাইস
monohputa,মনঃপূত,মনোহপুতা
swich,স্যুইচ,স্বিচ
uddyeshye,উদ্দ্যেশ্যে,উদ্যেষ্যে
shplintar,স্প্লিন্টার,স্পলিন্টার
arja,আর্য,আরজা
hexaware,হেক্সাওয়ার,হেক্সাওয়ার
monzoorer,মঞ্জুরের,মঞ্জুরের
esa,আইস,এসা
kamrup,কামরুপ,কামরূপ
bhaalobaasaten,ভালোবাসতেন,ভালবসাতানেন
shangkulaner,সংকুলানের,শংংকুলানের
saafeer,সাফির,সাফির
dalton,ডালটন,ডালটন
seekkhake,শিক্ষাকে,শীক্ষাকে
neirajyo,নৈরাজ্য,নেরাজ্য
navsari,নাভ্সারি,নবসারি
scleroosis,স্ক্লেরোসিস,স্কলারোসিস
prakashitabya,প্রকাশিতব্য,প্রকাশিত্ব
nachghar,নাচঘর,নাচঘর
raajaneitikadalaguli,রাজনৈতিকদলগুলি,রাজনেইটকাাালীদুলি
selima,সেলিমা,সেলিমা
kerala,কেরালা,কেরালা
poricchonno,পরিচ্ছন্ন,পরিচ্ছন্ন
asotorkotar,অসতর্কতার,অসতর্কতার
akkhorti,অক্ষরটি,অক্ষর্তি
urute,উরুতে,উরুতে
raakhalaam,রাখলাম,রাখালাম
tourism,ট্যুরিজম,টারিজ
nobhojan,নভোযান,নভজান
naubobibahito,নববিবাহিত,নৌববিবাহিত
anyorao,অন্যরাও,অন্যরাও
juktarashtrake,যুক্তরাষ্ট্রকে,যুক্তার্ষার্তাকে
bauer,বৌয়ের,বোউয়ার
khunna,ক্ষুণ্ণ,খুন্না
anup,আনুপ,আনুপ
ekotabaddha,একতাবদ্ধ,একতাব্ধ
jatradaley,যাত্রাদলে,যাত্রাদলে
ronaalado,রোনালদো,রোনালোডো
tidke,তিড়কে,তিডকে
disisana,ডিসিশন,ডিসিসান
khan,খান,খান
aatajaner,আটজনের,আটাজানের
patenga,পতেঙ্গা,পাতেঙ্গা
awasthi,অবস্থি,অয়স্থি
beshirvag,বেশিরভাগ,বেশীরভাল
barden,বার্ডেন,বার্ডেন
kampanajaat,কম্পনজাত,কম্পানজন
dokaanpat,দোকানপাট,দোকানপাট
gtpl,জিটিপিএল,জিটিপিএল
bishayaguli,বিষয়গুলি,বিশয়াগুলি
labs,ল্যাবস্,লেবাস
moreela,মোরেল,মররলা
troopce,ট্রুপস,ট্রাউপস
sonipat,সোনিপট,সোনিপট
estrogen,ইস্ট্রোজেন,এস্ট্রোজিন
sikkhok,শিক্ষক,সিক্ষক
charja,চার্জ,চার্জা
alipore,আলিপোরে,আলিপোর
slum,স্লাম,স্লুম
bohirabaron,বহিরাবরণ,বহিরাবারণ
callingwood,কলিংউড,ক্যালিংউুড
gothic,গথিক,গোথিক
mahbubnagar,মাহ্বুবনগর,মাহবুবনগর
atyabassok,অত্যাবশ্যক,অত্যাবাসক
harabaar,হারাবার,হারাবার
knovledge,নলেজ,ক্নভোলেড
frisco,ফ্রিস্কো,ফ্রিস্কো
prochondobhabe,প্রচণ্ডভাবে,প্রচণ্ডভাবে
jaatgulo,জাতগুলো,জাতগুলো
damoh,দমোঃ,দামোহ
oikantik,ঐকান্তিক,ওইকান্িক
garrison,গরিসোন,গ্যারিসন
samotulya,সমতুল্য,সমতুল্য
laxari,লাক্সারি,ল্যাক্সারি
manosik,মানষিক,মানসিক
sahazydankaraee,সাহায্যদানকারী,সাহায়িদানকরেই
ruju,রুজু,রুজু
gosthyder,গোষ্ঠীদের,গোষ্ঠিদের
prokalpakey,প্রকল্পকে,প্রকল্পকে
touhidoor,তৌহিদুর,তৌহিদুর
maameer,মামীর,মামির
prakashona,প্রকাশনা,প্রকাশনা
statistics,স্ট্যাটেস্টিক্স,স্টেটিস্টিস
bedanar,বেদনার,বেদানার
pradesh,প্রদেশ,প্রদেশ
krishna,কৃষ্ণ,কৃষ্ণণ
padakkhepatuku,পদক্ষেপটুকু,পদদক্ষেপুকু
amperey,অ্যাম্পিয়ারে,এমপেরে
nabhojaan,নভোযান,নভোজান
rangajaatraa,রঙ্গযাত্রা,রঙ্গজাত্র
shoorir,সুরির,শুরির
sonawane,সোনাওয়ানে,সোনাওয়ানে
church,চার্চ,চার্চ
bhai,ভাই,ভাই
raiganj,রায়গঞ্জ,রায়গঞ্জ
otyachare,অত্যাচারে,অত্যাচারে
olympia,অলিম্পিয়া,অলিম্পিয়া
kinetiologyr,কিনেশিয়োলজির,কিইনেিওলজির
doda,দোদা,দোদা
beking,বেকিং,বেকিং
automation,অটোমেটশন,অটোমেশন
bandhuraa,বন্ধুরা,বন্ধুরা
damy,ডামি,ড্যামি
shikkhabyabasthar,শিক্ষাব্যবস্থার,শিক্ষাব্যবস্থার
eyo,এও,এয়ো
bondha,বন্ধ্যা,বন্ধা
filipine,ফিলিপাইন,ফিলিপাইন
righting,রাইটিং,রাইটিং
mahoney,মহোনে,মহননে
equipment,ইকুইপমেন্ট,ইকুইপমেন্ট
parishodhey,পরিশোধে,পরিশোধে
trivedi,ত্রিবেদি,ত্রিবেদি
gregori,গ্রেগরি,গ্রেগোরি
koibarta,কৈবর্ত,কৈবর্তা
asaangbidhaanik,অসাংবিধানিক,অসংহবিধানিক
kyatagari,ক্যাটাগরি,ক্যাটাগারি
natnee,নাতনী,নটনি
graduate,গ্রাজুয়েট,গ্র্যাডুয়েট
braunfels,ব্রাউনফেলস,ব্রানফেলস
bismito,বিস্মিত,বিসমিত
khaachchhi,খাচ্ছি,খাচ্ছি
ekotabaddho,একতাবদ্ধ,একতাবদ্ধ
